Study,Study_Type,Predictor,Outcome,Feedback_Type,Attribution_Type,Setting,Condition,Design,Score_type,Point_Transformation,N,Cohens_d,Hedges_g,r_effect,Fisher_z,SE_z,VI_z,CI_lower_z,CI_upper_z,CI_lower_r,CI_upper_r,Control_Setting
Schunk (1982),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Attributions_Past+Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,3.8905464922278252,3.7261572038238326,0.8893670472417637,1.4188895831200872,0.24253562503633297,0.058823529411764705,0.9435284930809635,1.8942506731592108,0.7368392113803709,0.9557425432445258,Individual
Schunk (1982),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Attributions_Future+Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,0.20868250309207542,0.19986493253888915,0.10377786100888929,0.10415284425424712,0.24253562503633297,0.058823529411764705,-0.37120824578487654,0.5795139342933707,-0.3550481004818141,0.522312057250101,Individual
Schunk (1982),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,0.8178064193007667,0.7832512184852414,0.37848401204898313,0.3982889984589742,0.24253562503633297,0.058823529411764705,-0.07707209158014944,0.8736500884980978,-0.07691984780969852,0.7032239034246496,Individual
Schunk (1982),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Attributions_Past+Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,4.784577316209524,4.582412077496445,0.9226363722995928,1.6064679449729646,0.24253562503633297,0.058823529411764705,1.131106854933841,2.0818290350120883,0.8113977408099786,0.9693750972946651,Individual
Schunk (1982),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Attributions_Future+Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,0.6797704848608184,0.6510477883174035,0.3218053371838629,0.33365970040689996,0.24253562503633297,0.058823529411764705,-0.14170138963222367,0.8090207904460236,-0.14076052485976662,0.6690497255221148,Individual
Schunk (1982),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Monitoring,between_groups,change_scores,cohen_d_to_fisher_z,20,0.5372267356014834,0.5145270143788855,0.25941746477162353,0.2654837386063694,0.24253562503633297,0.058823529411764705,-0.2098773514327542,0.7408448286454931,-0.20684910185031954,0.629655315636382,Individual
Schunk (1983),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Ability,between_groups,change_scores,cohen_d_to_fisher_z,22,-0.05655899896901515,-0.0544111888815842,-0.02826819827914209,-0.028275731512579238,0.22941573387056177,0.05263157894736842,-0.4779223073857061,0.42137084436054767,-0.4445781137648981,0.3980846658953582,Individual
Schunk (1983),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,-0.09141154708972515,-0.08794022251669761,-0.045658108126532405,-0.04568987512384656,0.22941573387056177,0.05263157894736842,-0.49533645099697343,0.40395670074928036,-0.4584416252037498,0.38332936932476414,Individual
Schunk (1983),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Ability_Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,-0.3365762090763958,-0.3237948340481782,-0.16595452190774945,-0.1675037158407326,0.22941573387056177,0.05263157894736842,-0.6171502917138595,0.2821428600323943,-0.549140780941659,0.274887184253853,Individual
Schunk (1983),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Ability,between_groups,change_scores,cohen_d_to_fisher_z,22,3.514375523787365,3.3809182254156926,0.8691168968623375,1.3294583841356833,0.22941573387056177,0.05263157894736842,0.8798118082625563,1.7791049600088102,0.7063250291201809,0.9445988114145485,Individual
Schunk (1983),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,1.6058821968029056,1.5448993285698838,0.6260924106086451,0.7349632209454459,0.22941573387056177,0.05263157894736842,0.28531664507231896,1.1846097968185727,0.27781858139917176,0.8288996561461558,Individual
Schunk (1983),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Ability_Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,1.2360960253152473,1.189155669923529,0.5257397442679147,0.5842392079481851,0.22941573387056177,0.05263157894736842,0.13459263207505817,1.033885783821312,0.13378575515815472,0.775462114774284,Individual
Schunk (1983),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Ability,between_groups,change_scores,cohen_d_to_fisher_z,22,2.8646033169695957,2.7558209125277124,0.8199335527553459,1.1566146678997342,0.22941573387056177,0.05263157894736842,0.7069680920266073,1.6062612437728612,0.6087720819046871,0.9226056212598565,Individual
Schunk (1983),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,1.425230416030042,1.3711077420035847,0.5803370183174459,0.6629707207053157,0.22941573387056177,0.05263157894736842,0.2133241448321888,1.1126172965784427,0.2101460551760378,0.804985617996287,Individual
Schunk (1983),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Ability_Effort,between_groups,change_scores,cohen_d_to_fisher_z,22,1.0773593068040546,1.0364469280646602,0.4742486807732633,0.5155377231131588,0.22941573387056177,0.05263157894736842,0.06589114724003192,0.9651842989862858,0.06579595393578618,0.7465804249681506,Individual
Schunk (1981),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Cognitive_Modeling_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,2.6582815430891276,2.5459597877473334,0.7990916666750052,1.0960942179825646,0.24253562503633297,0.058823529411764705,0.6207331279434409,1.5714553080216882,0.5516382684051787,0.9172569394691685,Individual
Schunk (1981),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Cognitive_Modeling,between_groups,change_scores,cohen_d_to_fisher_z,20,1.4044795232595555,1.3451353180514054,0.5746918679303068,0.6545004849245621,0.24253562503633297,0.058823529411764705,0.1791393948854385,1.1298615749636858,0.1772474276717728,0.8109718811226186,Individual
Schunk (1981),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Didactic_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,2.137253439433196,2.0469469560768636,0.7301633666573493,0.9290772002232476,0.24253562503633297,0.058823529411764705,0.45371611018412394,1.4044382902623713,0.42494885672302674,0.8863072343561209,Individual
Schunk (1981),Experimental,Feedback_Attributional,Persistence,Attributional,,Individual,Didactic,between_groups,change_scores,cohen_d_to_fisher_z,20,1.366991125188417,1.3092309368001742,0.5642818026462734,0.6390931937778972,0.24253562503633297,0.058823529411764705,0.16373210373877356,1.1144542838170208,0.162284503688761,0.8056312786188747,Individual
Schunk (1981),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Cognitive_Modeling_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,1.3581220895600845,1.3007366491561374,0.561778733393623,0.6354283533442615,0.24253562503633297,0.058823529411764705,0.16006726330513787,1.1107894433833851,0.1587140739293008,0.8043412696706972,Individual
Schunk (1981),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Cognitive_Modeling,between_groups,change_scores,cohen_d_to_fisher_z,20,1.1558409836334065,1.1070026322122768,0.5003702332976757,0.5497999106435595,0.24253562503633297,0.058823529411764705,0.07443882060443585,1.025161000682683,0.07430163274100429,0.7719603022463387,Individual
Schunk (1981),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Didactic_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,1.4232518867067605,1.3631144830430946,0.5798023399388378,0.6621648985632407,0.24253562503633297,0.058823529411764705,0.18680380852411704,1.1375259886023643,0.18466083484717385,0.8135793404737979,Individual
Schunk (1981),Experimental,Feedback_Attributional,Self-Efficacy,Attributional,,Individual,Didactic,between_groups,change_scores,cohen_d_to_fisher_z,20,0.7231354653076907,0.6925804456468024,0.3400243140213156,0.3541200213283609,0.24253562503633297,0.058823529411764705,-0.12124106871076273,0.8294811113674845,-0.12065048410601636,0.6801972892259676,Individual
Schunk (1981),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Cognitive_Modeling_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,2.650514486546059,2.538520916692,0.7982453758270623,1.0937572250298944,0.24253562503633297,0.058823529411764705,0.6183961349907707,1.569118315069018,0.5500103378536016,0.916885403835961,Individual
Schunk (1981),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Cognitive_Modeling,between_groups,change_scores,cohen_d_to_fisher_z,20,2.7413257704358505,2.6254951040794063,0.8078508497112441,1.120811074022026,0.24253562503633297,0.058823529411764705,0.6454499839829024,1.5961721640611497,0.5685989582767585,0.9210903242864605,Individual
Schunk (1981),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Didactic_Effort,between_groups,change_scores,cohen_d_to_fisher_z,20,2.2254590702954857,2.131425588452015,0.7437780710437202,0.9588826823070465,0.24253562503633297,0.058823529411764705,0.4835215922679229,1.43424377234617,0.44905949924053534,0.8925329945062679,Individual
Schunk (1981),Experimental,Feedback_Attributional,Skill,Attributional,,Individual,Didactic,between_groups,change_scores,cohen_d_to_fisher_z,20,2.2955665009347834,2.198570733289652,0.7539781888538212,0.9821107712839539,0.24253562503633297,0.058823529411764705,0.5067496812448302,1.4574718613230775,0.46740884288673223,0.8971604677572603,Individual
